cry_volume,cry_frequency,motion_intensity,restlessness,heart_rate,heart_rate_trend,hr_variability,label
0.9196666989858284,0.9370165485951497,0.8082620953529148,0.5803950589107826,149,12,0.46575442827690616,0
0.19347025386543876,0.188082292074278,0.17469492179939639,0.09186819691789921,96,-7,0.17480825513483245,1
0.4072388131241793,0.3746590690387262,0.43928316859446725,0.9410932150549085,144,0,0.4818076710399296,2
0.7773528509752006,0.8081731032207878,0.6638998567273909,0.6967055208300299,180,21,0.846886313269172,3
0.425851952475644,0.36418192555424406,0.44006582193699356,0.21572612014230072,133,0,0.39899126424869613,4
0.96535921566818,0.8795937805595334,0.9038305585307815,0.3855194277772394,156,10,0.49624143083719474,0
0.06680986172859195,0.19747240685611317,0.17882273043406194,0.05048286714216887,109,-7,0.1437665742203599,1
0.5631583783660555,0.47966335914376546,0.4881552978749802,0.798130111853456,140,8,0.30980154475037935,2
0.678623533448949,0.8194411721867425,0.6548255806432975,0.6821741270061195,174,25,0.7781342665457979,3
0.404689329872852,0.2798099096129662,0.30348317545001513,0.22596751762205286,133,1,0.25416990867669986,4
0.9618562316601634,0.7827329632757076,0.8053353675676137,0.471617280917048,157,12,0.3876922054624626,0
0.18661841403136703,0.06855241939495182,0.12662470251247876,0.07482611455454165,99,-14,0.23729713676208072,1
0.46872966120465154,0.30115562587966443,0.5407497660059665,0.8798969070090323,131,2,0.30417030827910463,2
0.6768208018554633,0.7573410479868562,0.563812434891699,0.7604241383235575,174,22,0.6464240060491946,3
0.3956351014961268,0.41474190197432825,0.4900519240232679,0.31298151162469473,131,2,0.3363473333506114,4
0.9026042914683627,0.8514690681989182,0.826350210813737,0.33583614041253007,154,5,0.4187382144925992,0
0.0634313053798655,0.0559239955610451,0.14967249353701068,0.08286679027566862,111,-11,0.18874542496814598,1
0.3595028203643095,0.4472694350991641,0.4079500861939024,0.8521758442679341,142,1,0.3244334481602003,2
0.7485500823444448,0.6016900177087546,0.648402332345768,0.7298644492021051,173,23,0.705559824136063,3
0.2898840342254043,0.4455012432582014,0.38648565407431285,0.2188457053622816,130,0,0.3414039452620634,4
0.7916147253165414,0.9344071666958293,0.8342764284325734,0.4469639458730391,149,5,0.3439988390209242,0
0.06026526267903691,0.07198713727950412,0.14943646999055257,0.17600501382050893,106,-11,0.21333388120961638,1
0.515013172151063,0.5532125569323327,0.5613680051972035,0.8595815320844069,145,0,0.4517859503272137,2
0.6701763652397572,0.7165076673151093,0.6943920929052421,0.7962391325039665,167,30,0.792743040998711,3
0.26958247634227955,0.3292657279334999,0.49127336842741814,0.2941322068282432,125,2,0.2564485449840498,4
0.9441994106222431,0.8135216610024734,0.9607950887202685,0.41973961966739126,157,6,0.465917671026521,0
0.18041898118129646,0.12923506914685085,0.1526002749714239,0.11863713973382996,114,-12,0.11271497946268812,1
0.32404860964698773,0.4178196593742566,0.4886649955559895,0.7592366240356354,142,8,0.3942848160279764,2
0.8194077159902867,0.6504335191005857,0.5085762267090763,0.6156778554180857,179,26,0.6418915201789994,3
0.4448022352542572,0.2681618491836049,0.33684564112540727,0.2551854573119445,120,3,0.28241845471279015,4
0.9029201267836012,0.9140192333619881,0.975677301469192,0.526334268337793,140,5,0.4479641258700491,0
0.1715377897093949,0.05473100390040786,0.13697992060418185,0.08990284057248756,112,-8,0.11661225033920398,1
0.5045637005336865,0.5522792196766942,0.4277528610600168,0.8742827829708313,127,5,0.4688123488066016,2
0.688074616148836,0.6453337787544361,0.5603586969887308,0.7249851865486159,175,19,0.7111408596231046,3
0.3168188976388259,0.3405730013600294,0.3085856276124627,0.34624941153544603,123,-1,0.3606270473788771,4
0.7919546965512918,0.9752711520373653,0.7628187734604648,0.5351599838000116,157,11,0.3376191571725596,0
0.13941197485183146,0.10153518382529247,0.05469707218801598,0.10252044573436357,108,-9,0.1448946570290185,1
0.3478960750348975,0.5501878526429607,0.5425643540666845,0.8950090914008568,136,7,0.3840751813012222,2
0.780660542489673,0.7711906176367714,0.6928099477127136,0.6127097161451209,168,28,0.6920635903155035,3
0.32235306043269174,0.29936663964159727,0.342258982341103,0.26793362069389043,121,3,0.3418266445148495,4
0.9024493076650069,0.7116469125793975,0.8907717294696337,0.3215477897619133,146,7,0.3775785739043739,0
0.13562337546762593,0.17504465497532268,0.17538829439203468,0.1373416798531621,115,-14,0.120284105596413,1
0.5319300915063458,0.39886092114131594,0.47976171413675966,0.7683074356995212,121,6,0.35354263869430685,2
0.7706777862975589,0.835005861741313,0.6478748388774372,0.6931051842572057,172,18,0.6187374456953777,3
0.2973829769205336,0.41968114548910523,0.35708663345863995,0.3949638246029869,127,-2,0.2731997089644488,4
0.85832390979854,0.8889077995314797,0.7299775687921247,0.5483702914535711,160,10,0.3490762406454397,0
0.101239346717097,0.05943156885626264,0.16882791086863422,0.1342193476925814,109,-15,0.1417420071283865,1
0.5474741511564667,0.3485129682781681,0.4672590475109001,0.7575517589332768,124,3,0.43181695013546495,2
0.7477365270348406,0.8735165525335422,0.5011055038301225,0.7407477179947176,180,28,0.6545708859122482,3
0.4271381033969723,0.4494009839515859,0.3717090245558237,0.3441306732343412,128,2,0.391674570782396,4
0.9038810534159266,0.9211024151156932,0.9524179981766645,0.5051815724999325,149,10,0.3799370156096241,0
0.10602460549575507,0.1832594880609349,0.15651780722917447,0.08411973828978755,115,-11,0.1146625293362479,1
0.4184616286254224,0.3578846891972778,0.5795645345990679,0.915005377120509,138,8,0.31965622144551503,2
0.8403626225914986,0.6771054410789714,0.5991038866711221,0.6628987417274484,179,21,0.7774384089357471,3
0.3620355951697336,0.4031756560863692,0.4132544836759654,0.32854986781235285,128,3,0.39964988004404106,4
0.9618897477757504,0.924331821707357,0.98589406594823,0.5861451050705824,145,7,0.4686219511156374,0
0.0543697623527191,0.14623001914490186,0.08002644550975865,0.1966885960127771,113,-11,0.14753372128279976,1
0.4393191890734235,0.5053512571874407,0.5589009916210717,0.8972107300384627,130,3,0.44207040956544297,2
0.7585503039505341,0.8676997390374916,0.6852061155974831,0.788348724562233,165,19,0.7632218172993115,3
0.34352738015053763,0.3261710002442509,0.49570990071904586,0.27158563872468305,124,4,0.3128865506395481,4
0.8040065716218544,0.9764619267481157,0.883340257043957,0.31564786407444007,155,7,0.3685399673926719,0
0.09060489621012066,0.15428305954132404,0.11940218653694436,0.14964291873417704,100,-12,0.11939982477768352,1
0.41038103205028587,0.4953974313368871,0.508903465040395,0.8311345354288538,122,8,0.39418169282231763,2
0.8758677288869783,0.7255938169950703,0.5361990303159891,0.7396291154828145,165,27,0.7256241040046847,3
0.28475330328710585,0.4076907056878113,0.3454879987153396,0.35654912747995565,126,1,0.373776271183077,4
0.753581637538792,0.9985144893943166,0.9600990948868916,0.40925494779606664,159,5,0.3092941016759109,0
0.12258772173911649,0.0850213636209636,0.19979521435171133,0.10740466918131111,110,-9,0.11991376424369839,1
0.3940957015985713,0.5087557968788025,0.5238261300895536,0.9370074354818995,137,3,0.3657258219505809,2
0.8252285296105468,0.6541898326380052,0.6658535272102207,0.7314254305872656,178,26,0.6037503591073002,3
0.27454110897124,0.2935042308704628,0.4131082487773421,0.23688924732168828,123,-2,0.3558995530007729,4
0.9907685791010163,0.7621015410518662,0.8123125042705519,0.3898739244841246,149,11,0.35800980561050194,0
0.14726145656197903,0.08687355143554437,0.14125393525184193,0.1067460622417569,100,-6,0.2335416414714497,1
0.5090800096800425,0.43319777832712825,0.5318888217289561,0.9182549146983329,136,2,0.43822648804636677,2
0.7045012389544153,0.7769143547697548,0.6256375407566139,0.6715829717331855,174,29,0.8739241383453081,3
0.43991133557094286,0.38606613056519656,0.4800926764912775,0.309224196876221,125,0,0.3566527245763372,4
0.8011077008060947,0.8023800319221109,0.8603354366574654,0.43315010551506256,151,12,0.4417047075679262,0
0.19849051350624758,0.14494666349345275,0.1943250586592311,0.1444718988226929,100,-11,0.16625462491159582,1
0.3068056608696162,0.5072883627097171,0.47907699455812575,0.9641191267892111,136,1,0.3691971247178729,2
0.8205884839956272,0.6573034152078681,0.5627919568908086,0.737334564787087,168,25,0.616965197301719,3
0.3095117303387335,0.263734682057403,0.4990402034306492,0.3697094031427178,120,1,0.28457013212074245,4
0.844410302617438,0.8360435905359804,0.8425268403274019,0.5579341323777667,159,10,0.37207010201650736,0
0.1184086176006298,0.21348495970379444,0.09510769260448595,0.1452739690369898,108,-9,0.10851669524704849,1
0.39703370068578725,0.42377725827202584,0.4222397175671456,0.9758219062575201,133,7,0.3834010685891829,2
0.7452358443063363,0.6635096793843605,0.5897259832633136,0.6846165532710904,165,28,0.6281358505874273,3
0.28888033361015997,0.25614060964974716,0.42506244736712934,0.22638560994350998,127,-2,0.3409361047421192,4
0.9596948420270695,0.9921389309701627,0.8640990621636803,0.38280060179566366,144,9,0.4778724342278097,0
0.16790974972753342,0.1854599933366905,0.1843850570862947,0.14086924605830398,111,-6,0.20865587025064164,1
0.4936907126319484,0.5901815973352069,0.555428772109089,0.9805238305169288,145,7,0.32759764530245533,2
0.6837368773185751,0.6194492792921917,0.5563955994441956,0.7571254554997631,168,22,0.7334509619837526,3
0.37099076603840364,0.3501560188310293,0.3390537562551486,0.35607541489901695,126,-1,0.2760196293193702,4
0.9759949656295012,0.7563897225670012,0.8806994854824937,0.5194346677033457,142,5,0.3581687685187969,0
0.0992286336026106,0.23400178613712624,0.07585286542121733,0.07458107165458804,101,-5,0.1532025134364728,1
0.3580600038999796,0.4725788037002151,0.5511459722248471,0.7543356811936469,121,5,0.40360773660727806,2
0.8359794414250602,0.7333247494893131,0.5256840985208586,0.7989600024522265,166,20,0.722622064452747,3
0.2712337680053165,0.3658789727469494,0.3051313155597203,0.3039993179459922,130,-1,0.38936208548963835,4
0.7571605013119795,0.9415516115006444,0.9738657909945649,0.3422269865340015,156,11,0.33922165618495226,0
0.18060391411607757,0.13785289109302026,0.06814654418707598,0.05303927639832306,106,-14,0.16169968476463162,1
0.4410790899973114,0.4270002166956496,0.5962375644305875,0.993941916290175,135,2,0.4638037210220203,2
0.8111727270722813,0.7337891256257202,0.6758825739915547,0.7132700386044011,169,15,0.8866026512738145,3
0.4022134178209661,0.2964531779771641,0.3730802845819526,0.2095500714627534,132,-2,0.30907095646519633,4
0.8852009336192744,0.8286883361111296,0.8518556108205972,0.34190395083101943,156,12,0.38878349939547263,0
0.14314239529570977,0.07151521862151691,0.10716538022220225,0.16786364825203848,103,-13,0.10065973030599687,1
0.3462565669957001,0.5087039836732027,0.5930587073830583,0.849976060124292,142,2,0.32655051586552497,2
0.8266220014608343,0.6217667198975699,0.6657734696336473,0.6714767340987884,177,20,0.6531024964716523,3
0.274911329266767,0.43128127414876294,0.3391440329342196,0.2530385409530932,133,3,0.34679264861046005,4
0.9249363380701785,0.7602820009605249,0.7495539996636571,0.36055238951623736,151,10,0.4677132991125371,0
0.07254845734784333,0.18712267593974802,0.18566786897134757,0.12454262250926486,96,-12,0.17543034722763373,1
0.34302757280774904,0.48792312246701974,0.5399483519951955,0.9142773410376132,130,6,0.3328139198786685,2
0.6924154715194335,0.7857488564800386,0.5808388405779804,0.7599787114913636,175,21,0.8233197008974136,3
0.29451655087877865,0.3198163363966693,0.4723771548274781,0.31128646932973547,128,4,0.34388375371353846,4
0.9475909502034278,0.9890802850680948,0.9140322981455473,0.43128129211633615,141,8,0.47848075232114184,0
0.05638703476097603,0.22983740158261545,0.08157052510668385,0.06912129575522656,112,-5,0.24768852523865167,1
0.37469266824186287,0.5033234739032402,0.4260720538892365,0.8240040260285173,122,6,0.34350794768350323,2
0.7710949820875979,0.7035676096209225,0.6451266614071947,0.7646808112198494,168,26,0.7810471597515678,3
0.44241859166409425,0.3698652565225335,0.423999190713896,0.3257924641687088,130,-1,0.300334116075257,4
0.9197087633934615,0.923764962435308,0.9694110991883595,0.4264734266268452,150,11,0.4031210025356512,0
0.1751220316760343,0.06099488195323748,0.07235999167576536,0.08146409514193355,108,-5,0.22422786927739807,1
0.5196821534233513,0.5756681083506201,0.4363559351751918,0.780325265268565,133,2,0.37851260026465666,2
0.8912810447968265,0.7580410621859558,0.5204366259971436,0.7457213467485778,177,24,0.6592688434538649,3
0.3483295958969127,0.2501173282043515,0.3830950654574487,0.39594574371591623,128,4,0.32805837359992673,4
0.8434994935441393,0.7471180167303728,0.758970445131854,0.43624754765324697,159,12,0.3393283275726744,0
0.1715027699145707,0.16482252744871584,0.14957001234757505,0.15894538532919802,104,-13,0.1997148780470736,1
0.4036536431273934,0.43813089994286536,0.4581820664475773,0.9416121949097878,139,0,0.4011194462968406,2
0.8915851225820131,0.6029709638138617,0.5148400593583473,0.6203284375792009,170,20,0.6268160569709508,3
0.42146919161594426,0.2968358574286944,0.43434730405003885,0.30890014153712075,135,3,0.35089562453491807,4
0.9111536259201978,0.8247852285509008,0.8798014858713213,0.39822071769958733,159,10,0.46780250478392466,0
0.16285191988541065,0.20459741552600963,0.10344356475508332,0.16508368302960358,109,-15,0.12121114846484819,1
0.30838327165492513,0.38189281619239673,0.4655009976374229,0.796242165022963,123,8,0.4503962470292794,2
0.7269337960336741,0.8267870827552128,0.6250246067052627,0.7084814755147945,177,17,0.760759284636776,3
0.2768148604142501,0.4060400828640799,0.4688411655064328,0.35939527728528753,122,2,0.3094624737983013,4
0.9929190415906914,0.7596987636954536,0.7070858550613316,0.4199613040052663,159,9,0.3718665704656069,0
0.17220876476783614,0.20182170061478827,0.06579938328250542,0.16865630838086498,96,-7,0.13636222743104248,1
0.5412387375421825,0.3766310975394662,0.4111272967015,0.8691207296965496,132,6,0.4062264966438233,2
0.6694622876696764,0.6899691211404847,0.5639336446874754,0.738031125115268,179,26,0.8507468799538108,3
0.28306393322585066,0.38321513527201306,0.46653500913520096,0.3985535754299836,135,1,0.3632634604118142,4
0.8448832676216257,0.714855240538551,0.836241146220902,0.302361262805526,142,8,0.3783648955285962,0
0.10289812927757393,0.1074412955147937,0.18718381559672292,0.08112908641226853,99,-7,0.19274186632345647,1
0.45658477657261964,0.5852380532477564,0.479224835357279,0.9748982987491704,122,2,0.43679098870025,2
0.6528154895244624,0.8949877735070288,0.6886159655592321,0.676087066524164,167,26,0.896351436203642,3
0.3705904394134533,0.3352084755142867,0.3778060276178553,0.3788719280017308,126,-1,0.33759048129920927,4
0.858481996542262,0.9277339508484879,0.9148043422660139,0.45099410720052757,144,8,0.3777204506696739,0
0.19056868524513226,0.19436464219555322,0.057358008565510495,0.13124655359761195,100,-8,0.16252281430940088,1
0.49755544266398866,0.5772168026730315,0.4153110365511932,0.8081594403353468,136,2,0.40822511805225126,2
0.6222025838996182,0.7412384730585859,0.6452164599870507,0.7570131385565452,168,20,0.6033754109217353,3
0.30956725756929293,0.32431292403209533,0.41972590503925256,0.30220200203375747,133,-2,0.3497057634753799,4
0.9495131747964953,0.7068604244220237,0.890956083882546,0.32982102907025557,151,9,0.38243478119416346,0
0.10452667263828552,0.09835150779315255,0.14864174020717222,0.05403564710069675,107,-11,0.21910734469180762,1
0.4293285660529331,0.5022190427945612,0.5675842251467803,0.7998091751564027,132,8,0.31550994151474254,2
0.695076574247077,0.7516489744756716,0.6443839906262651,0.747443571946391,177,16,0.8311253985120334,3
0.30593941541472536,0.33556830027378975,0.31098565506495485,0.36144077760668647,124,3,0.31894015385631086,4
0.9548919172071677,0.7633759697036546,0.7868131293686726,0.34681541328872534,146,6,0.3918757690877705,0
0.14895456590885905,0.1351763000217827,0.10862220135848707,0.10138297404215907,107,-14,0.22211004103153947,1
0.32261677028721014,0.36392219385082175,0.4113849916412478,0.8003200578658136,133,5,0.4269230029377816,2
0.7695354013740904,0.7325878649587358,0.6437921494207,0.6685547760446076,174,28,0.7179358896592254,3
0.27723883500660873,0.3077707781604565,0.46827372041376136,0.20756587505905447,130,5,0.2935674451099207,4
0.8087077068370949,0.9109470430359725,0.8163011207739505,0.42804983122082063,147,10,0.37943172846440487,0
0.13943673090225403,0.1667314061586447,0.14332438983464013,0.18732605726216195,103,-13,0.1936523447973167,1
0.4733558861602849,0.39272527385686873,0.4822202093074469,0.8925155567485737,137,5,0.4785820172949363,2
0.765528696485484,0.6179821132845488,0.5740756392567391,0.637619873884941,179,26,0.8291800054865655,3
0.421437149193629,0.38610901999112335,0.3360913527539069,0.25047958220091704,126,-1,0.3377410234211657,4
0.873648861725985,0.785349050191909,0.8088987501007998,0.38931591093803974,158,7,0.3791646296785215,0
0.1877661082448301,0.06646045577752223,0.1923743142443421,0.051867350281954584,111,-15,0.2092590537486695,1
0.5292131211811901,0.37030321075140116,0.5699655624360944,0.8062619696559358,131,0,0.4138984612760682,2
0.7374674622227226,0.6892089469555976,0.6454494721602226,0.6048472918283823,166,28,0.6955875128133335,3
0.3638136631547271,0.36777079010741076,0.4749817728606015,0.2752245386168822,122,-1,0.2745608123415637,4
0.7959213689891085,0.7733090232850806,0.819605360262662,0.30929630457362567,151,5,0.48032048949120576,0
0.09701762714690271,0.08613647642168445,0.18770093472723115,0.16232649551506526,103,-10,0.13123341058024776,1
0.4184882568511791,0.5145636022400132,0.5004276670028109,0.8232440739231152,142,5,0.37449366031946907,2
0.8982543293269862,0.7150101590401049,0.5263987621559283,0.7226619271156448,177,25,0.6230910303836223,3
0.42203210457278545,0.3814266725433765,0.37258763442897586,0.32349829679330355,134,2,0.3772882964343401,4
0.7608963742955236,0.8180456336944919,0.9137380625067396,0.4339138425285993,140,9,0.33773519899762844,0
0.18573892892821353,0.05540527921108121,0.12364669186841523,0.13616963391991288,111,-7,0.20559559726714993,1
0.3692969194083228,0.49016405123361295,0.5970285666527898,0.9014957361424665,143,7,0.4693540561959884,2
0.8641779111467167,0.7106013116979935,0.6133161097492281,0.7623014322254748,175,24,0.8793101414156619,3
0.26966649434008566,0.3800685753278005,0.30778907251314647,0.35941451385345624,128,1,0.31325014661479605,4
0.8684863052731104,0.8089498978230193,0.894395500267389,0.385951898649684,152,9,0.3570817331780458,0
0.064056873338957,0.08135945734518707,0.11857544418857603,0.10435570899955546,105,-5,0.19856500537069358,1
0.4628365660681993,0.5667897911924704,0.4114363262120213,0.8242498902343736,143,7,0.44586199141381544,2
0.6657738808123687,0.8791452889571904,0.5879169358872616,0.6986582992364554,172,29,0.888026770806197,3
0.44416858506146073,0.37790561029697567,0.33191511334751483,0.3568682376599005,126,-2,0.37851086618652385,4
0.7832616026146706,0.7997860587431832,0.9556585984586168,0.5454727841146285,154,9,0.3819015779128616,0
0.12597181988813383,0.13033469197696868,0.1779492694628808,0.08334153412514986,114,-15,0.15266703847033655,1
